Asunto,Reseña,Fecha,Calificación
„neue/alte“ ÖBB Doppelstockzüge können mit Westbahn leider nicht mithalten- ein Vergleichich,"ich bin als ursprünglich „ÖBB Stammfahrerin“ momentan eher Westbahn-Klimaticket-Fahrerin - jetzt aber mit dem ÖBB „neuen/alten“ Doppelstockzug einmal zum Ausprobieren gefahren- mein Feedback: die von aussen aufgehübschten , einen durchaus „frischen“ Eindruck machenden Doppelstock IC auf der Weststrecke enttäuschen leider innen auf der ganzen Linie: Auf das der Westbahn bisher überlegene Boardrestaurant mit sehr guten warmen Speisen muss man jetzt verzichten (vor allem als Pendlerin in Abendzügen bisher perfekt: Warmes Abendessen auf der Heimfahrt) stattdessen: ungepflegt und „ausrangiert“ wirkende, veraltete Westbahn-Waggons der „ersten Generation“-einzig positiv: die Kafee-und Snackstationen wirken gepflegt und modern, da praktisch „identisch“ mit den Westbahn-Automaten (nur die Snackauswahl ist in der Westbahn wesentlich vielfältiger und das Angebot breiter- auch hier also ein klares plus für die Westbahn, leider!) - was in den ÖBB Doppelstockzügen negativ auffällt: Ungepflegter Teppichboden, abgesessene Ledersitze (da ja innen praktisch unrenovierte „Secondhand-Waggons“ der Westbahn, die längst mit neuen Waggons fährt), weiters keine „Stewards/ZugbegleiterInnen“
in der 2. Klasse zu sehen, auch keinerlei Ticketkontrolle (Abendzug) daher unsicheres Gesamtreisegefühl spätabends- im Oberdeck aufgrund des mittlerweile veralteten Lüftungssystems schlechte Luftqualität- hier wäre eine Erneuerung der Klimaanlage dringend notwendig! Insgesamt erstaunlich, dass die öbb diese „alten“ ausrangierten Züge der Westbahn erworben hat und sie ohne Erneuerung der Sitzbezüge, Teppiche und Lüftungsanlagen als „neue, moderne“ IC bei den Kunden anpreist- sobald man auch nur einmal mit der im Vergleich zu diesen „alten/neuen“ ÖBB Doppelstock-Zügen in den moderneren, viel gepflegteren Westbahn-Garnituren gefahren ist, wird man diesen sicher weiterhin treu bleiben und auf die Doppelstock-ICs der ÖBB dankend verzichten- noch dazu, wo auch der Anreiz, bei den ÖBB-Zügen ein Boardrestaurant mit warmen Speisen zu genießen und deshalb ab und zu den Railjet der Westbahn vorzuziehen, auf ÖBB IC Doppelstock- Fahrten nun verloren gegangen ist - leider!",2025-10-22,2
Te duur 'avontuur',"Het leek ons een avontuur en veel beter voor het milieu dan vliegen, dus dat het 6x zo duur is en 3x zo lang duurt, namen we aanvankelijk voor lief. Maar we lagen de hele nacht wakker omdat het grote licht 's avonds aanging en niet meer uit kon. Ook hadden we bijna twee uur vertraging waardoor we onze aansluiting misten. Niemand legt iets uit, geen informatie, geen excuses. Onaardig personeel. Cabine was heel erg klein, maar wel schoon. Ontbijt was erg sober met oude broodjes. Koffie was lekker.",2025-10-15,2
I had booked several trains journeys as…,"I had booked several trains journeys as part of our holiday around the Salzburg area - two were cancelled and the other was delayed - we almost missed our flight home from Vienna. We were travelling business class.
On a positive note the staff in the first class lounges in both Salzburg and Vienna were very helpful and courteous. Vienna Lounge was a little spartan and seemed to be under renovation.
Also the online experience seeking refunds has been very good. Just let down by the cancellations and delays which were for nearly every train journey we had booked. Need to learn from their Swiss neighbours.",2025-09-29,2
Niet echt een aanrader…,"Heen en terug met de nightjet van Wenen naar Boedapest. We hadden z'n prive 'hokje' geboekt. Echt alleen voor kleine mensen die niet claustrofobisch zijn. En natuurlijk wordt er zoveel mogelijk beknibbeld op ruimte, maar mijn vriend kon amper rechtuit liggen in t bed, en bovenin is er ook geen raampje meer om iets van buiten te zien.
Op de heenweg hadden we de trein-uber-bitch als perser of hoe dat heet. Alleen maar snauwen, nul uitleg, en ook de beloofde drankjes kwamen niet. Het ontbijt de volgende ochtend moest schnell schnell, want ze vond dat we daarvoor wel tijd genoeg hadden gehad.
Op de terugweg een superaardige perser waardoor we ontdekten wat we op de heenweg allemaal gemist hadden.
De trein vertrok prima op tijd, maar op de terugweg een vertraging van 2 uur, zonder enige uitleg. We hadden terug ook een heel andere route dan voorheen aangekondigd, en ook dat zonder commentaar.
We hadden in ons 'hokje' een eigen toilet en je zou er in theorie ook moeten kunnen douchen, maar dat hebben we niet aan gedurfd. De toilet was al een belevenis genoeg met alle knopjes en lampjes en ontploffingsgeluiden.
Hebben we geslapen, wat toch de bedoeling is? Allebei nauwelijks. Veel te veel geluid, stoppen en optrekken, geschommeld, gedoe, en veel te kleine bedden.
Zouden we dit nog es zo doen? Never nooit niet, en al helemaal niet voor die prijs.",2025-09-15,2
"Ständige Verspätungen, volle Züge",Diese ständigen Zugverspätungen und rammelvollen Züge sind unerträglich !!!,2025-09-03,2
Ständige Verspätungen und Zugausfälle…,Ständige Verspätungen und Zugausfälle sind schon die Tagesordnung,2025-09-01,2
The journey Innsbruck - Venezia Santa Lucia,"The journey Innsbruck - Venice Santa Lucia was not as expected, no information about some work on train tracks in Italy and the need of taking the bus from Verona. No signs, no info once arrived in Verona where to get the bus. The driver did not take us to Venice city but dropped us in Mestre. Plus there was just one bus and some passengers did not get on and had to find themselves a way to reach destination and had to pay extra money for a new ticket.
Very bad organized.",2025-08-21,2
"Efficient, clinical... useless","OBB emailed me to say that our train was ""cancelled or rescheduled"". No further detail (which is it?) was provided, and the link in the email merely gives me the opportunity to buy further tickets.",2025-08-14,2
Keine Vespa auf dem Autoreisezug,"Die ÖBB hat wirklich viele gute Angebote und Sparschiene etc die Man sehr gut nutzen kann. Aber leider ist es nicht möglich, mit dem Autoreisezug eine Vespa mitzunehmen. Mein Mann und ich wollten den Urlaub in Vorarlberg mit Vespa verbringen und diese mit dem Zug mitnehmen leider ist das nicht möglich, weil die Vespa ein Roller ist und Roller nicht gesichert werden können? ! Vielleicht ist es wirklich mal an der Zeit, eine Vorrichtung auf den Autoreisezügen auch für Roller und Vespas zu machen . Es gibt sehr viele Vespa Fahrer und Rollerfahrer, die dieses Angebot sicher gerne nutzen würden, wir z.b Nun sind wir gezwungen mit dem Auto zu fahren, da wir sonst an manche Orte die wir uns gerne ansehen wollen, nicht hinkommen...schade",2025-08-07,2
Sehr Dreckig,Sehr Dreckig,2025-08-05,2
S R81 die Richtung Hauptbahnhof um 8.01…,"R81 die Richtung Hauptbahnhof um 8.01 Min. Ärgerlich ...du laufst und wenn du 2 Meter vor der Tur ...Er macht alles Türen zu und geht weg..Er schaut dich in deine Augen , wie du laufst....(Es war die erste Tür )S R81 -S80 immer macht so und kommt machmal 2-3 Min früher....Ärgerlich",2025-07-25,2
Ich fahre fast immer einmal die Woche…,"Ich fahre fast immer einmal die Woche mit der öbb. Sie ist leider nicht mehr so pünktlich, die neuen lauten Züge die sie dir jetzt als modern und komfortabel erzählen wollen sind extrem eng. Die Mini fahrradabstellplätze geschrumpfen. Das Fenster kann man such nciht öffnen wenn die Klimaanlage ausfällt extreme aufheizen der Züge an Sommertage. Der Vorteil man hat jetzt eine lademöglichkeit für Geräte. Bitte schaut euch nicht zuviel von der DB ab sonst endet ihr leider nur wie diese wie ich von deutschen Bekannten höre. Bis jetzt wart ihr immer ziemlich gut leider hat sich das geändert.",2025-07-05,2
Railjet Rimini-München,"Ich habe mir mit meiner Familie (2 Erw./2 Ki.) InterRail-Tickets für den Italien-Urlaub besorgt und für unsere Rückreise Sitzplätze im RJ82 von Bologna nach Rosenheim reserviert. Die Sitzplatzreservierung haben wir frühzeitig durchgeführt, da dies für die RJ-Verbindung durch die ÖBB empfohlen wurde. Diese Kommunikation war für uns gut und wichtig, da der Zug bereits ab Bologna sehr voll war. Spätestens ab Verona waren dann auch Gänge, Boden und Zwischenabteile völlig überfüllt. Ein Rätsel ist mir hier das Verhalten vieler stehender Mitreisender, die sich lautstark über die Zustände an Bord beschwerten, für die sie auf Grund einer mangelnden Reiseplanung (Reservierung) aber selbst verantwortlich waren. Es war bereits ca. vier Wochen vor Abfahrt des Zuges in den Onlineportalen ersichtlich, dass es keine freien Sitzplätze mehr geben würde. Ebenso wurde bei Auswahl der Zuges darauf hingewiesen, sich möglichst eine andere Reisemöglichkeit zu suchen. Das scheint aber in der heutigen Zeit Mode zu sein, Fehler nicht bei sich, sondern bei irgendjemanden andres zu suchen. Am besten beim Personal an Bord...

Nun zur Fahrt selbst:
Bei Abfahrt hatte der Zug 30 min Verspätung. Bereits in Bologna wurde uns im BordBistro mitgeteilt, dass die meisten Speisen vergriffen wären und es erst ab Innsbruck wieder Nachschub geben würde. Getränke gab es durchgängig und das Personal war freundlich und trotz des Chaos an Bord sehr gelassen.

Während der gesamten Fahrt stand kein funktionierendes WLAN zur Verfügung. In das Bord-Netz konnte man sich zwar einwählen, dieses war aber nicht mit dem Internet verbunden.

Ab Verona zeigte das Bordinformationssystem permanent die falschen Haltestellen mit Fantasieankunftszeiten an. Die Verspätung summierte sich nun bereits auf ca. 50 min auf und wir erhielten Push-Up-Nachrichten (bzw. per Email), dass der Zug in Innsbruck enden würde und wir Richtung München mit Ersatzbussen weiterreisen müssten. Kurze Zeit später wurden wir per Durchsage informiert, dass dies eine Fehlinformation sei und unser Zug normal bis München durchfahren würde. Dennoch sorgte diese Info zwischenzeitlich für völliges Chaos, da nicht alle die Durchsage im Zug hörten.

Fazit: In den neuen RJ-Verbindungen gibt es noch einige Hausaufgaben für die ÖBB zu erledigen. Die Kommunikation ist nicht besonders gut und das nicht verfügbare WLAN ist sehr ärgerlich, wenn gerade damit im Vorfeld so exponiert geworben wird.

Tipp für alle Reisenden: Frühzeitig reservieren. Wenn das nicht mehr möglich ist, - Überraschung! - gibt es keine bzw. nur kaum verfügbare Sitzplätze an Bord. An Wochenenden und in Ferienzeiten sind diese Züge dann logischerweise maximal belegt.",2025-06-23,2
"Das soziale österreichische Transportmittel, zukunftsorientiert","Die Bahn hat bekanntlich den gesellschaftlichen Auftrag, ein leistbares Transportmittel für das Volk zu sein. Die ÖBB hat deswegen konsequent mit ihren neuen Nightjets dafür gesorgt, dass ÖGB-Chefs und Sozialdemokratische Kanzler, die ehedem ÖBB-Chefs waren, sozialverträglich für 1000 € im Schlafabteil reisen können. Und selbst die billigsten Angebote sind so angelegt, dass Proletarier gar nicht auf die Idee kommen, die schönen neuen Züge mit ihrer Anwesenheit zu verschmutzen. Freundschaft!",2025-06-14,2
Plätze überbucht/ in Wagen nicht vorhanden,"Auf der Hinreise waren unsere Plätze mehrfach gebucht. Daher konnten wir auf der 4h Fahrt Wien-Klagenfurt nicht sitzen. Auf der Rückfahrt hatte der Zugteil nur 107 Plätze, schlecht wenn auf der Reservierung Plätze 114 und 115 stehen. Das nächste Mal mit dem Flieger.",2025-06-09,2
Le contrôleur m’a réveillé à mi chemin,"Le contrôleur m’a réveillé à mi chemin. Impossible de me rendormir après, mes billets avaient déjà été contrôlé donc je ne vois pas l’intérêt de me réveiller en pleine nuit pour contrôler mon billet",2025-06-07,2
Zürich-Utrecht night jet: wat een afzetterij,"Zürich-Utrecht. We hadden maanden geleden al een slaapcompartiment 1e klas gereserveerd. Bij instappen bleek het compartiment dubbel geboekt te zijn. Het boekingssysteem van OBB werkt niet goed. De wagon steward zei: ""ga maar ergens anders zitten"" en verdween... het werd later opgelost door het andere stel te verplaatsen. De trein vertrok om 19.30 ipv de 22.30, dit hoorden we kort van te voren. We stopten op allerlei stations, het was een soort van boemel en reden een andere route dan was aangegeven. We kwamen rond geplande tijd aan, maar waren dus 3 uur langer onderweg dan gepland, eigenlijk dus 3 uur vertraging, waarbij de trein in de nacht op vele plekken langdurig stil stond. Afgeleefde, oude wagon uit de jaren '80. Drie stewards zaten luidruchtig met elkaar te praten in de cabine naast die van ons, in wat dus een slaapwagon was. Ze waren ongeinformeerd, niet behulpzaam en konden amper Engels. 13 uur in een boemel, voor een afstand die je met de auto in 8 uur rijdt, en daar durven ze 385 euro voor te rekenen!",2025-06-02,2
Komplett unzuverlässige Schmutz Firma,"Komplett unzuverlässige Schmutz Firma. Busse kommen wann sie wollen, manchmal auch gar nicht.",2025-05-28,2
ÖBB needs to enforce their own policies,"Nice new railcars, but the staff was inattentive and ineffectual on our train from Munich to Bologna. We reserved seats in the ""Ruhezone,"" or quiet zone, which was anything but quiet. People talked loudly the whole 4 hour 30 minute trip from Munich to Trento. Two men directly behind us, and several children, talked loudly the entire time. Whenever the conductor would come through everyone got quiet, but as soon as he was gone, they became noisy again. Halfway into the journey I found the conductor, told him we expected the quiet car to be at least as quiet as the car behind us (which was not a designated quiet car). He said he would talk to the people making noise. He never did.

So, if you book a seat in the quiet car on ÖBB, don't expect it to be quiet!",2025-05-06,2
WC im Zug von Zell am See nach…,"WC im Zug von Zell am See nach Innsbruck gesperrt, warum??? Darf man bei einer Fahrzeit von 2:37 nicht ""müssen"" ??? Kundenfreundlich ist was anderes.",2025-04-15,2
"Wenn geht, meiden!","Manche Strecken bekommen sie halbwegs hin, andere, z.B. die wichtige Flughafenstrecke klappt überhaupt nicht, sobald mehr als 3 Personen dort unterwegs sind, speziell vor Schulferien. Dann wimmelt es nur so vor Verspätungen und Zugausfällen, deswegen durfte ich mir heute ein Taxi von Schwechat zum Flughafen leisten, weil der Zug dort einfach endete!!
Kann nur sagen: wo immer es geht, ziehe ich Westbahn oder Flixbus vor, die sind auch noch deutlich günstiger.",2025-04-11,2
Bekomme meine Geld nicht zurück,"Bekomme meine Geld nicht zurück, weil Zug zu spät war und ich dann umsteigen musste in einen anderen Zug und diesen Zug extra bezahlen musste obwohl alles schon bezahlt war und ich jetzt mein Geld nicht zurück. Obwohl ich schon bei der ÖBB war und die gar nichts machen.",2025-04-05,2
frühstück,"nur weil ich in der früh nichts zum trinken wollte (kaffee/tee) hab ich nicht einmal etwas zum essen bekommen.
frechheit!!!",2025-03-21,2
S bahn is richtig oag,S bahn is richtig oag oida. Voll die cuxxl bahn heast. Ur viel Verspätung immer die s bahn heast,2025-03-12,2
Immer schlechterer Service...,"**""Leider bin ich sehr, sehr unzufrieden mit der ÖBB. Es gibt zwar oft relativ günstige Supersparpreise, allerdings mit horrenden Nachteilen. Stornierungen werden nicht akzeptiert, Verbindungen werden nicht eingehalten, der Kundenservice ist nicht erreichbar.

Beispiel: Eine Fahrt von Linz nach Lindau am Bodensee kann, wenn man Monate im Voraus bucht, für 35 Euro erfolgen. Oft werden die Preise jedoch künstlich hochgesetzt, wenn man eine Verbindung mehrfach sucht. Der Algorithmus erkennt das und verteuert die Tickets automatisch – sehr ärgerlich. Wie man so schön sagt: eine Bauernfalle.

Stornierungen oder Änderungen sind nur gegen Aufpreis möglich. Das heißt, man muss von vornherein 30 bis 50 Euro mehr für sein Ticket zahlen, nur um die Option einer Änderung oder Stornierung zu haben.

Nach meiner Berechnung der Fahrtkosten bin ich zu dem Schluss gekommen, dass das Auto grundsätzlich günstiger ist als die Bahn. Daher werde ich in Zukunft nur noch mit dem Auto fahren. Ich komme pünktlicher an – selbst mit Stau –, es ist kalkulierbarer und günstiger (Spritkosten vs. Bahnkosten).

Sehr schade. Auch was den Service angeht, ist die ÖBB nicht mehr das, was sie vor 20 Jahren war. Zwar immer noch besser als die Deutsche Bahn, aber das Niveau gleicht sich von Jahr zu Jahr an.""**",2025-03-06,2
